x,y,lon,lat
800000.0,-1400000.0,29.74488129694223,75.52212302086315
-2400000.0,-1200000.0,-63.43494882292201,65.78279781501003
-1400000.0,-1000000.0,-54.46232220802562,74.54610847993946
-1600000.0,-1000000.0,-57.9946167919165,73.04072783724196
-1800000.0,-1000000.0,-60.94539590092286,71.47770177062357
-2000000.0,-1000000.0,-63.43494882292201,69.86894542225777
-2200000.0,-1000000.0,-65.55604521958347,68.22301578214471
1200000.0,-1200000.0,45.0,74.7577315870858
1000000.0,-1200000.0,39.80557109226519,75.97716069048091
800000.0,-1200000.0,33.690067525979785,77.05806334840771
600000.0,-1200000.0,26.56505117707799,77.96436180211718
400000.0,-1200000.0,18.43494882292201,78.65520333101239
200000.0,-1200000.0,9.462322208025617,79.09037227849467
0.0,-1200000.0,0.0,79.23928552188053
-200000.0,-1200000.0,-9.462322208025617,79.09037227849467
-400000.0,-1200000.0,-18.43494882292201,78.65520333101239
-600000.0,-1200000.0,-26.56505117707799,77.96436180211718
-1600000.0,-1200000.0,-53.13010235415598,72.01437798526035
-1800000.0,-1200000.0,-56.309932474020215,70.53077330955618
-2000000.0,-1200000.0,-59.03624346792648,68.99148024388145
-2200000.0,-1200000.0,-61.38954033403478,67.4063530959323
1000000.0,-1400000.0,35.53767779197438,74.54610847993946
600000.0,200000.0,108.43494882292202,84.33511094211977
400000.0,-600000.0,33.690067525979785,83.54017881952873
800000.0,-600000.0,53.13010235415598,81.03709620810902
0.0,0.0,0.0,90.0
-200000.0,0.0,-90.0,88.20931442355077
-400000.0,0.0,-90.0,86.4181560383501
-600000.0,0.0,-90.0,84.62605109816462
-800000.0,0.0,-90.0,82.83252397586953
-1000000.0,0.0,-90.0,81.03709620810902
-1200000.0,0.0,-90.0,79.23928552188053
-1400000.0,0.0,-90.0,77.43860483666694
200000.0,0.0,90.0,88.20931442355077
-1600000.0,0.0,-90.0,75.6345612354388
-2000000.0,0.0,-90.0,72.01437798526035
-2200000.0,0.0,-90.0,70.19721347781848
-2400000.0,0.0,-90.0,68.37463394072095
1800000.0,-200000.0,83.6598082540901,73.72640073397518
1600000.0,-200000.0,82.8749836510982,75.52212302086315
1400000.0,-200000.0,81.86989764584403,77.31051225902662
1200000.0,-200000.0,80.53767779197439,79.09037227849467
1000000.0,-200000.0,78.69006752597979,80.85919208300484
-1800000.0,0.0,-90.0,73.82665489745003
400000.0,0.0,90.0,86.4181560383501
600000.0,0.0,90.0,84.62605109816462
800000.0,0.0,90.0,82.83252397586953
200000.0,200000.0,135.0,87.46747675182161
0.0,200000.0,180.0,88.20931442355077
-200000.0,200000.0,-135.0,87.46747675182161
-400000.0,200000.0,-116.565051177078,85.99520043322497
-600000.0,200000.0,-108.43494882292202,84.33511094211977
-800000.0,200000.0,-104.03624346792648,82.61160901024734
-1000000.0,200000.0,-101.3099324740202,80.85919208300484
-1200000.0,200000.0,-99.46232220802564,79.09037227849467
-1400000.0,200000.0,-98.13010235415598,77.31051225902662
-1600000.0,200000.0,-97.1250163489018,75.52212302086315
-1800000.0,200000.0,-96.3401917459099,73.72640073397518
-2000000.0,200000.0,-95.71059313749964,71.92386591281547
-2200000.0,200000.0,-95.1944289077348,70.11466068315791
-2400000.0,200000.0,-94.76364169072616,68.29869930652082
1800000.0,0.0,90.0,73.82665489745003
1600000.0,0.0,90.0,75.6345612354388
1400000.0,0.0,90.0,77.43860483666694
1200000.0,0.0,90.0,79.23928552188053
1000000.0,0.0,90.0,81.03709620810902
800000.0,-200000.0,75.96375653207353,82.61160901024734
600000.0,-200000.0,71.56505117707799,84.33511094211977
400000.0,-200000.0,63.43494882292201,85.99520043322497
200000.0,-200000.0,45.0,87.46747675182161
0.0,-400000.0,0.0,86.4181560383501
-200000.0,-400000.0,-26.56505117707799,85.99520043322497
-400000.0,-400000.0,-45.0,84.9336155357855
-600000.0,-400000.0,-56.309932474020215,83.54017881952873
-800000.0,-400000.0,-63.43494882292201,81.98510420485553
-1200000.0,-400000.0,-71.56505117707799,78.65520333101239
-1400000.0,-400000.0,-74.05460409907715,76.93363481286877
-1600000.0,-400000.0,-75.96375653207353,75.1898122307519
-1800000.0,-400000.0,-77.47119229084849,73.42917183935587
-2000000.0,-400000.0,-78.69006752597979,71.65491318614758
-2400000.0,-400000.0,-80.53767779197439,68.07239165044936
-2600000.0,-400000.0,-81.2538377374448,66.26587277224371
-2800000.0,-400000.0,-81.86989764584403,64.44967471965828
2000000.0,-600000.0,73.30075576600639,71.21490181341639
1800000.0,-600000.0,71.56505117707799,72.94495644858142
1600000.0,-600000.0,69.44395478041653,74.65156473683712
1400000.0,-600000.0,66.80140948635182,76.32815281340307
1200000.0,-600000.0,63.43494882292201,77.96436180211718
1000000.0,-600000.0,59.03624346792648,79.54339018880059
200000.0,-400000.0,26.56505117707799,85.99520043322497
600000.0,-600000.0,45.0,82.397073069655
400000.0,-400000.0,45.0,84.9336155357855
800000.0,-400000.0,63.43494882292201,81.98510420485553
0.0,-200000.0,0.0,88.20931442355077
-200000.0,-200000.0,-45.0,87.46747675182161
-400000.0,-200000.0,-63.43494882292201,85.99520043322497
-600000.0,-200000.0,-71.56505117707799,84.33511094211977
-800000.0,-200000.0,-75.96375653207353,82.61160901024734
-1000000.0,-200000.0,-78.69006752597979,80.85919208300484
-1200000.0,-200000.0,-80.53767779197439,79.09037227849467
-1400000.0,-200000.0,-81.86989764584403,77.31051225902662
-1600000.0,-200000.0,-82.8749836510982,75.52212302086315
-1800000.0,-200000.0,-83.6598082540901,73.72640073397518
-2000000.0,-200000.0,-84.28940686250036,71.92386591281547
-2200000.0,-200000.0,-84.8055710922652,70.11466068315791
-2400000.0,-200000.0,-85.23635830927383,68.29869930652082
-2600000.0,-200000.0,-85.60129464500447,66.4757495709774
1800000.0,-400000.0,77.47119229084849,73.42917183935587
1600000.0,-400000.0,75.96375653207353,75.1898122307519
1400000.0,-400000.0,74.05460409907715,76.93363481286877
1200000.0,-400000.0,71.56505117707799,78.65520333101239
1000000.0,-400000.0,68.19859051364818,80.34495146707818
600000.0,-400000.0,56.309932474020215,83.54017881952873
-200000.0,2600000.0,-175.6012946450045,66.4757495709774
